 name:     cobalt                                                 Feff 8.10
 formula:  Co
 sites:    Co1
 refer1:   Kittel, ISSP
 refer2:
 schoen:
 notes1:   metal, hexagonal close packed (hcp)
 Abs   Z=27 Rmt= 1.331 Rnm= 1.367 K  shell
 Pot 1 Z=27 Rmt= 1.340 Rnm= 1.378
 Gam_ch=1.436E+00 H-L exch
 Mu=-5.188E+00 kf=2.078E+00 Vint=-2.163E+01 Rs_int= 1.746
 S02   .949                                        Global sig2   .00000
 Curved wave amplitude ratio filter   4.000%
     4.8000    1.443470E-01  1.474812E-01  1.393064E+01
     4.8500    1.525362E-01  1.525413E-01  1.414536E+01
     4.9000    1.530640E-01  1.571172E-01  1.436480E+01
     4.9500    1.449754E-01  1.610754E-01  1.458809E+01
     5.0000    1.280468E-01  1.643010E-01  1.481435E+01
     5.0500    1.025261E-01  1.664601E-01  1.504441E+01
     5.1000    7.020488E-02  1.676987E-01  1.527602E+01
     5.1500    3.330811E-02  1.679552E-01  1.550832E+01
     5.2000   -5.428052E-03  1.671920E-01  1.574043E+01
     5.2500   -4.333374E-02  1.650885E-01  1.597356E+01
     5.3000   -7.715261E-02  1.619527E-01  1.620451E+01
     5.3500   -1.045535E-01  1.578388E-01  1.643199E+01
     5.4000   -1.240193E-01  1.528444E-01  1.665452E+01
     5.4500   -1.348096E-01  1.467979E-01  1.687181E+01
     5.5000   -1.374812E-01  1.402366E-01  1.708020E+01
     5.5500   -1.334557E-01  1.334558E-01  1.727736E+01
     5.6000   -1.247413E-01  1.268402E-01  1.746093E+01
     5.6500   -1.132203E-01  1.205701E-01  1.762973E+01
     5.7000   -1.012376E-01  1.155571E-01  1.778188E+01
     5.7500   -9.013265E-02  1.124064E-01  1.791918E+01
     5.8000   -8.030875E-02  1.116510E-01  1.804679E+01
     5.8500   -7.111226E-02  1.135075E-01  1.817250E+01
     5.9000   -6.114278E-02  1.181911E-01  1.830584E+01
     5.9500   -4.831159E-02  1.254195E-01  1.845413E+01
     6.0000   -3.049210E-02  1.347023E-01  1.862121E+01
     6.0500   -5.997031E-03  1.452852E-01  1.880827E+01
     6.1000    2.564393E-02  1.567552E-01  1.901389E+01
     6.1500    6.346665E-02  1.685638E-01  1.923559E+01
     6.2000    1.048998E-01  1.802385E-01  1.947075E+01
     6.2500    1.459606E-01  1.913791E-01  1.971700E+01
     6.3000    1.817461E-01  2.016478E-01  1.997233E+01
     6.3500    2.071534E-01  2.107598E-01  2.023509E+01
     6.4000    2.177134E-01  2.184765E-01  2.050396E+01
     6.4500    2.103991E-01  2.245997E-01  2.077785E+01
     6.5000    1.842605E-01  2.289684E-01  2.105591E+01
     6.5500    1.401893E-01  2.311217E-01  2.133942E+01
     6.6000    8.262921E-02  2.312502E-01  2.162576E+01
     6.6500    1.759050E-02  2.293107E-01  2.191436E+01
     6.7000   -4.775875E-02  2.252930E-01  2.220475E+01
     6.7500   -1.061249E-01  2.192190E-01  2.249649E+01
     6.8000   -1.511666E-01  2.111404E-01  2.278914E+01
     6.8500   -1.784378E-01  2.011381E-01  2.308226E+01
     6.9000   -1.860346E-01  1.893200E-01  2.337538E+01
     6.9500   -1.748338E-01  1.758198E-01  2.366790E+01
     7.0000   -1.482814E-01  1.607953E-01  2.395907E+01
     7.0500   -1.115856E-01  1.443329E-01  2.424901E+01
     7.1000   -7.139965E-02  1.267713E-01  2.453447E+01
     7.1500   -3.409967E-02  1.083523E-01  2.481259E+01
     7.2000   -4.877075E-03  8.935287E-02  2.507813E+01
     7.2500    1.307507E-02  7.011559E-02  2.532032E+01
     7.3000    1.899607E-02  5.115375E-02  2.551321E+01
     7.3500    1.454458E-02  3.358832E-02  2.558059E+01
     7.4000    3.352134E-03  2.134482E-02  2.529044E+01
     7.4500   -9.765551E-03  2.382024E-02  2.471032E+01
     7.5000   -1.978848E-02  3.739381E-02  2.457509E+01
     7.5500   -2.228613E-02  5.337127E-02  2.470197E+01
     7.6000   -1.476712E-02  6.925014E-02  2.491785E+01
     7.6500    3.218965E-03  8.427965E-02  2.517094E+01
     7.7000    2.989656E-02  9.811165E-02  2.544239E+01
     7.7500    6.159837E-02  1.105351E-01  2.572384E+01
     7.8000    9.344184E-02  1.214062E-01  2.601105E+01
     7.8500    1.202142E-01  1.306254E-01  2.630158E+01
     7.9000    1.372988E-01  1.381287E-01  2.659386E+01
     7.9500    1.414739E-01  1.438837E-01  2.688681E+01
     8.0000    1.314448E-01  1.478883E-01  2.717959E+01
     8.0500    1.078524E-01  1.500761E-01  2.747247E+01
     8.1000    7.362181E-02  1.506181E-01  2.776362E+01
     8.1500    3.292643E-02  1.495963E-01  2.805242E+01
     8.2000   -9.382134E-03  1.471168E-01  2.833815E+01
     8.2500   -4.855933E-02  1.433116E-01  2.862001E+01
     8.3000   -8.068633E-02  1.383412E-01  2.889705E+01
     8.3500   -1.031955E-01  1.323955E-01  2.916812E+01
